"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" "," ","","",""
"Christian McCaffrey","SFhigh","RB1","272.3","1,289.1","11.6","69.9","567.0","4.8","1.7","350.5"
"Ezekiel Elliott","DALhigh","RB35","170.2","663.7","5.7","29.2","193.9","1.3","1.0","155.4"
"","high","191.2","752.2","6.3","32.1","216.7","2.0","0.9","185.4"
"","low","130.0","459.0","4.0","25.9","161.7","1.0","1.0","113.2"
"Jerome Ford","CLEhigh","RB36","162.4","642.8","3.8","34.0","241.9","1.9","0.8","155.0"
"","high","203.2","820.4","5.2","41.0","292.0","5.0","0.5","188.6"
"","low","137.0","547.0","3.0","26.0","184.0","1.0","1.0","131.1"
"Rashid Shaheed","NOhigh","WR62","4.3","33.2","0.0","51.4","742.0","4.2","0.9","152.8"
"","high","7.0","52.0","0.2","54.8","798.0","6.0","0.7","206.6"
"","low","0.0","0.0","0.0","48.4","693.7","3.3","1.0","140.2"
"Ja'Lynn Polk","NEhigh","WR63","0.7","5.8","0.0","58.7","720.9","3.2","0.8","149.1"
"","high","2.0","14.0","0.0","61.8","782.6","4.0","0.0","206.0"
"","low","0.0","0.0","0.0","55.9","659.0","2.9","2.0","138.7"
"Gus Edwards","LAChigh","RB37","183.9","781.2","7.0","15.0","131.2","0.4","1.3","147.8"
"","high","199.0","855.0","10.0","18.0","186.0","1.0","1.0","170.0"
"","low","175.0","638.0","5.2","8.9","64.4","0.0","2.0","136.0"
"Darnell Mooney","ATLhigh","WR64","2.1","12.1","0.1","50.9","706.1","4.1","0.2","147.6"
"","high","4.3","25.2","0.3","55.7","809.6","5.6","0.0","193.9"
"","low","0.0","0.0","0.0","48.0","591.7","3.0","0.5","133.9"
"Dalton Schultz","HOUhigh","TE13","0.0","0.0","0.0","56.9","607.8","4.9","0.8","145.4"
"","high","0.0","0.0","0.0","59.0","656.0","6.0","0.4","205.9"
"","low","0.0","0.0","0.0","53.6","543.5","4.1","1.0","136.5"
"Wan'Dale Robinson","NYGhigh","WR65","8.1","58.1","0.5","61.1","567.5","2.8","0.5","142.0"
"","high","8.7","77.0","1.0","62.9","593.0","4.0","0.0","205.9"
"","low","7.6","49.2","0.0","58.0","551.7","1.3","1.0","132.3"
"Josh Downs","INDhigh","WR66","0.0","5.3","0.0","54.9","626.5","3.3","0.5","136.8"
"","high","0.0","21.0","0.0","60.0","669.0","4.0","0.0","205.9"
"","low","0.0","0.0","0.0","48.7","545.9","2.4","1.0","124.2"
"Michael Wilson","ARIhigh","WR67","0.0","1.3","0.0","49.8","651.6","3.7","0.2","136.7"
"","high","0.0","5.0","0.0","56.4","702.0","5.0","0.0","191.7"
"","low","0.0","0.0","0.0","44.9","568.1","2.4","0.6","120.1"
"Nick Chubb","CLEhigh","RB38","150.7","730.7","5.0","17.5","138.2","0.6","0.8","136.5"
"","high","183.0","828.0","7.0","28.0","223.0","1.0","0.5","169.6"
"","low","128.6","612.2","4.0","12.7","96.9","0.0","1.0","114.0"
"Jonathon Brooks","CARhigh","RB39","152.2","664.4","4.4","23.1","177.9","0.9","1.6","136.3"
"","high","162.0","699.0","5.0","31.0","235.0","1.0","0.7","181.5"
"","low","143.3","612.0","3.4","17.0","126.6","0.6","3.0","107.1"
"Pat Freiermuth","PIThigh","TE14","0.0","0.0","0.0","54.8","572.3","4.1","0.5","135.9"
"","high","0.0","0.0","0.0","65.0","652.0","5.0","0.0","191.5"
"","low","0.0","0.0","0.0","42.0","419.9","2.9","1.0","113.7"
"Adonai Mitchell","INDhigh","WR68","0.7","4.8","0.0","48.6","657.0","3.8","0.8","135.9"
"","high","2.0","11.0","0.0","50.5","729.0","4.0","0.0","188.7"
"","low","0.0","0.0","0.0","46.0","607.9","3.4","2.0","131.2"
"Dontayvion Wicks","GBhigh","WR69","0.3","3.8","0.0","46.1","615.4","4.8","0.5","135.6"
"","high","1.0","14.0","0.0","53.1","708.2","6.0","0.0","183.6"
"","low","0.0","0.0","0.0","38.0","572.4","3.8","1.0","125.7"
"Chuba Hubbard","CARhigh","RB40","156.3","621.9","4.0","27.7","192.5","0.5","0.9","134.4"
"","high","200.6","802.1","4.5","30.8","223.9","1.0","0.6","157.7"
"","low","135.0","554.0","3.3","23.0","165.0","0.0","1.0","108.7"
"J.K. Dobbins","LAChigh","RB41","133.6","590.1","3.9","24.9","188.4","1.5","0.9","133.1"
"","high","148.4","743.4","6.0","33.0","271.0","4.0","0.7","149.9"
"","low","123.1","472.0","3.0","11.1","73.6","0.4","1.0","109.6"
"Antonio Gibson","NEhigh","RB42","116.2","449.5","2.5","38.1","285.8","1.2","1.4","131.3"
"","high","124.0","523.4","3.1","53.0","398.0","2.0","1.0","157.7"
"","low","106.0","366.0","2.0","30.0","242.9","0.8","2.0","120.1"
"Demarcus Robinson","LARhigh","WR70","0.3","7.8","0.0","45.8","587.1","4.4","0.6","130.3"
"","high","1.0","20.0","0.0","57.8","697.6","5.0","0.0","182.3"
"","low","0.0","0.0","0.0","35.5","487.8","3.1","1.0","112.1"
"T.J. Hockenson","MINhigh","TE15","0.0","0.0","0.0","56.1","561.3","3.2","0.8","129.6"
"","high","0.0","0.0","0.0","64.0","668.0","4.0","0.3","199.9"
"","low","0.0","0.0","0.0","40.1","350.8","2.2","1.0","104.4"
"Rashod Bateman","BALhigh","WR71","0.3","4.8","0.0","46.2","604.8","3.5","0.2","127.7"
"","high","1.0","14.0","0.0","47.0","624.0","4.0","0.0","175.4"
"","low","0.0","0.0","0.0","45.7","587.0","2.6","0.5","121.7"
"Tyler Conklin","NYJhigh","TE16","0.0","0.0","0.0","53.3","532.3","3.3","0.1","126.3"
"","high","0.0","0.0","0.0","59.0","601.0","4.0","0.0","169.2"
"","low","0.0","0.0","0.0","47.7","461.7","2.9","0.3","115.8"
"Jaleel McLaughlin","DENhigh","RB43","102.7","498.4","2.7","32.8","215.1","1.2","0.8","126.1"
"","high","105.1","587.0","3.0","39.9","273.3","2.0","0.3","163.7"
"","low","97.0","436.3","2.0","27.0","145.0","0.9","1.0","110.8"
"Cole Kmet","CHIhigh","TE17","0.0","0.0","0.0","50.9","503.4","4.2","0.5","125.5"
"","high","0.0","0.0","0.0","59.0","605.0","7.0","0.0","180.2"
"","low","0.0","0.0","0.0","37.8","368.8","2.7","1.0","103.3"
"Ty Chandler","MINhigh","RB44","146.6","598.6","4.3","21.1","154.9","0.6","0.8","124.7"
"","high","156.7","684.9","6.0","23.0","174.0","1.0","0.4","134.6"
"","low","128.0","492.0","3.0","15.4","104.7","0.0","1.0","109.1"
"Xavier Legette","CARhigh","WR72","2.8","17.2","0.1","45.6","593.1","3.0","0.4","124.5"
"","high","6.3","38.9","0.3","50.0","642.0","4.0","0.0","185.8"
"","low","0.0","0.0","0.0","41.1","492.9","2.1","1.0","106.5"
"Rico Dowdle","DALhigh","RB45","140.0","545.2","3.6","23.6","181.1","1.2","0.4","124.3"
"","high","191.0","726.0","5.0","27.8","214.2","2.0","0.0","139.6"
"","low","112.4","476.0","3.0","22.0","160.0","1.0","1.0","113.9"
"Hunter Henry","NEhigh","TE18","0.0","0.0","0.0","48.3","499.9","4.3","0.1","123.7"
"","high","0.0","0.0","0.0","56.0","566.5","7.0","0.0","184.8"
"","low","0.0","0.0","0.0","44.8","437.9","2.6","0.3","114.5"
"Darius Slayton","NYGhigh","WR73","0.0","1.3","0.0","43.4","612.2","3.2","0.1","123.7"
"","high","0.0","5.0","0.0","47.1","689.0","5.0","0.0","154.9"
"","low","0.0","0.0","0.0","38.0","550.0","2.2","0.4","116.6"
"DJ Chark Jr.","LAChigh","WR74","0.0","1.8","0.0","39.1","560.9","4.7","0.5","122.8"
"","high","0.0","7.0","0.0","41.8","621.2","8.0","0.0","148.2"
"","low","0.0","0.0","0.0","37.0","514.0","2.9","1.0","111.5"
"Blake Corum","LARhigh","RB46","138.3","588.4","4.6","19.5","152.3","0.7","1.5","122.6"
"","high","166.4","723.1","6.0","23.0","165.8","1.1","0.6","147.2"
"","low","97.0","427.0","3.0","13.0","129.6","0.0","3.0","96.5"
"Zach Charbonnet","SEAhigh","RB47","117.5","486.4","2.9","31.8","213.2","0.8","0.8","122.3"
"","high","123.0","531.5","3.5","35.5","245.3","1.2","0.3","143.0"
"","low","108.4","441.5","2.0","26.0","187.0","0.0","1.0","95.8"
"Tyler Allgeier","ATLhigh","RB48","134.4","549.3","3.8","21.1","167.6","1.2","0.8","121.2"
"","high","138.2","568.5","4.9","28.0","212.0","2.0","0.3","134.3"
"","low","129.0","517.0","3.0","17.0","127.0","0.9","1.0","112.1"
"Cade Otton","TBhigh","TE19","0.0","0.0","0.0","49.3","490.2","3.8","0.4","120.0"
"","high","0.0","0.0","0.0","55.0","525.0","4.0","0.0","173.6"
"","low","0.0","0.0","0.0","43.4","456.6","3.3","1.0","112.3"
"Luke Musgrave","GBhigh","TE20","0.0","0.0","0.0","47.5","497.5","3.4","0.1","117.7"
"","high","0.0","0.0","0.0","58.0","606.0","4.0","0.0","177.0"
"","low","0.0","0.0","0.0","38.0","381.3","2.3","0.3","99.1"
"Trey Benson","ARIhigh","RB49","134.3","578.6","3.9","19.1","139.5","0.9","1.5","116.6"
"","high","156.0","739.0","6.0","25.7","181.7","1.0","0.6","137.8"
"","low","106.0","455.0","3.0","14.0","102.6","0.5","3.0","102.5"
"Taysom Hill","NOhigh","TE21","49.6","296.4","3.1","28.8","272.2","2.1","0.4","116.6"
"","high","49.6","344.0","4.0","32.5","316.2","2.3","0.0","146.8"
"","low","49.6","248.8","2.3","22.0","226.0","2.0","0.7","111.8"
"Jalen McMillan","TBhigh","WR75","0.7","7.5","0.0","43.9","524.4","3.3","0.8","115.4"
"","high","2.0","22.0","0.0","55.0","583.0","4.0","0.0","183.4"
"","low","0.0","0.0","0.0","38.1","450.7","2.9","2.0","103.9"
"Josh Reynolds","DENhigh","WR76","0.0","1.5","0.0","41.0","532.5","3.6","0.5","115.2"
"","high","0.0","6.0","0.0","45.3","585.6","5.0","0.0","141.3"
"","low","0.0","0.0","0.0","36.0","457.0","2.9","1.0","113.1"
"Chigoziem Okonkwo","TENhigh","TE22","0.0","2.0","0.0","48.2","513.2","2.7","0.4","114.9"
"","high","0.0","4.0","0.0","52.0","587.9","3.0","0.0","147.3"
"","low","0.0","0.0","0.0","41.0","417.0","2.0","1.0","105.2"
"Tyler Boyd","TENhigh","WR77","1.3","7.6","0.0","47.4","512.1","2.5","0.5","113.5"
"","high","2.0","11.6","0.1","58.1","579.0","3.0","0.0","158.4"
"","low","0.0","0.0","0.0","42.5","475.5","2.0","1.0","103.4"
"Marvin Mims Jr.","DENhigh","WR78","3.9","23.5","0.1","41.2","541.2","2.6","0.3","113.5"
"","high","7.8","44.6","0.3","44.3","572.0","3.0","0.0","166.0"
"","low","0.0","0.0","0.0","38.4","495.6","2.1","0.5","112.3"
"Jalin Hyatt","NYGhigh","WR79","0.0","1.0","0.0","43.2","539.6","2.5","0.3","111.9"
"","high","0.0","3.0","0.0","54.5","672.2","3.0","0.0","127.4"
"","low","0.0","0.0","0.0","23.0","343.0","2.0","0.6","112.8"
"Juwan Johnson","NOhigh","TE23","0.0","0.0","0.0","41.7","453.8","4.1","0.1","111.7"
"","high","0.0","0.0","0.0","49.2","525.1","6.0","0.0","127.6"
"","low","0.0","0.0","0.0","32.0","359.0","3.0","0.2","110.0"
"Khalil Herbert","CHIhigh","RB50","148.1","596.8","3.4","16.6","114.9","0.9","0.8","111.6"
"","high","186.2","812.0","4.8","23.0","152.0","1.0","0.5","141.6"
"","low","125.1","427.0","2.8","10.0","76.0","0.7","1.0","94.6"
"Noah Fant","SEAhigh","TE24","0.0","0.0","0.0","45.9","488.6","2.8","0.1","111.2"
"","high","0.0","0.0","0.0","50.0","517.0","3.0","0.0","164.5"
"","low","0.0","0.0","0.0","41.0","453.0","1.9","0.2","102.5"
"Quentin Johnston","LAChigh","WR80","1.7","6.8","0.0","40.6","504.8","3.2","0.1","110.8"
"","high","3.0","13.4","0.1","49.0","614.0","4.0","0.0","175.6"
"","low","0.0","0.0","0.0","29.6","340.7","1.9","0.4","85.7"
"Kendrick Bourne","NEhigh","WR81","2.8","17.1","0.0","39.1","471.3","3.1","0.5","105.9"
"","high","4.0","29.0","0.0","41.0","493.0","4.0","0.0","146.6"
"","low","1.5","10.2","0.0","37.2","437.9","2.4","1.0","98.1"
"Tim Patrick","DEThigh","WR82","0.0","9.0","0.0","38.0","467.0","3.0","0.0","103.6"
"","high","0.0","9.0","0.0","38.0","467.0","3.0","0.0","141.6"
"","low","0.0","9.0","0.0","38.0","467.0","3.0","0.0","141.6"
"Isaiah Likely","BALhigh","TE25","0.0","0.0","0.0","35.2","423.4","4.1","0.1","102.0"
"","high","0.0","0.0","0.0","41.3","547.0","8.0","0.0","130.2"
"","low","0.0","0.0","0.0","27.0","315.0","3.0","0.2","84.7"
"Roman Wilson","PIThigh","WR83","0.7","10.0","0.0","37.0","479.9","2.8","0.4","101.9"
"","high","2.0","29.0","0.0","50.0","672.0","4.0","0.0","181.1"
"","low","0.0","0.0","0.0","24.8","318.6","1.7","1.0","78.8"
"Jalen Tolbert","DALhigh","WR84","0.0","2.3","0.0","37.5","464.5","3.0","0.2","101.8"
"","high","0.0","7.0","0.0","43.3","574.2","3.5","0.0","142.7"
"","low","0.0","0.0","0.0","29.1","354.3","2.6","0.5","87.8"
"Bucky Irving","TBhigh","RB51","116.1","436.5","2.8","21.0","164.9","1.0","1.5","100.7"
"","high","138.0","505.0","4.0","26.6","207.0","1.1","0.5","108.0"
"","low","103.4","351.0","2.0","16.4","115.3","0.8","3.0","96.9"
"Greg Dortch","ARIhigh","WR85","3.2","21.2","0.1","40.9","420.9","2.5","0.1","100.2"
"","high","4.1","25.6","0.2","55.0","540.0","4.0","0.0","170.4"
"","low","2.5","14.3","0.0","29.9","322.7","1.2","0.4","84.8"
"Jahan Dotson","PHIhigh","WR86","0.0","2.0","0.0","35.5","436.3","3.5","0.4","99.2"
"","high","0.0","8.0","0.0","41.0","518.0","6.0","0.0","137.3"
"","low","0.0","0.0","0.0","28.2","330.3","2.2","1.0","81.5"
"Andrei Iosivas","CINhigh","WR87","0.0","3.3","0.0","36.3","425.3","3.2","0.2","98.2"
"","high","0.0","10.0","0.0","38.6","442.1","3.4","0.0","134.0"
"","low","0.0","0.0","0.0","35.0","396.9","3.0","0.4","95.5"
"Hayden Hurst","LAChigh","TE26","0.0","0.0","0.0","40.6","391.0","2.9","0.1","96.7"
"","high","0.0","0.0","0.0","54.5","468.5","3.2","0.0","109.4"
"","low","0.0","0.0","0.0","28.0","288.0","2.0","0.3","88.6"
"Ricky Pearsall","SFhigh","WR88","2.4","15.3","0.1","34.1","415.2","3.2","0.1","96.5"
"","high","4.7","29.0","0.3","51.0","614.0","5.0","0.0","178.2"
"","low","0.0","0.0","0.0","24.7","278.9","2.1","0.2","74.1"
"Tre Tucker","LVhigh","WR89","6.1","39.9","0.2","35.0","424.6","2.5","0.3","96.5"
"","high","12.1","77.8","0.5","44.2","570.7","3.0","0.0","131.6"
"","low","0.0","0.0","0.0","24.8","319.0","2.0","0.6","78.1"
"Jermaine Burton","CINhigh","WR90","0.7","4.3","0.0","34.9","443.3","2.9","0.4","96.5"
"","high","2.0","10.0","0.0","47.0","650.0","4.0","0.0","159.5"
"","low","0.0","0.0","0.0","21.9","257.6","1.8","1.0","71.0"
"Ray-Ray McCloud III","ATLhigh","WR91","6.9","46.8","0.2","36.5","376.1","2.8","0.2","96.3"
"","high","9.5","55.3","0.5","39.7","411.5","3.0","0.0","135.1"
"","low","4.3","32.1","0.0","33.7","323.7","2.6","0.5","90.2"
"Jonnu Smith","MIAhigh","TE27","0.0","0.0","0.0","37.8","417.2","2.9","0.4","96.0"
"","high","0.0","0.0","0.0","45.0","524.0","4.0","0.0","128.2"
"","low","0.0","0.0","0.0","31.4","364.0","2.0","1.0","88.3"
"Elijah Moore","CLEhigh","WR92","4.4","14.7","0.0","37.2","428.5","2.5","0.4","95.9"
"","high","9.0","21.9","0.2","54.0","617.0","3.0","0.0","136.2"
"","low","0.0","0.0","0.0","25.3","324.8","1.7","1.0","83.8"
"Troy Franklin","DENhigh","WR93","0.0","2.5","0.0","35.6","443.3","2.5","0.1","95.0"
"","high","0.0","5.0","0.0","38.0","466.0","3.0","0.0","138.7"
"","low","0.0","0.0","0.0","33.2","420.7","2.0","0.2","89.5"
"Noah Brown","WAShigh","WR94","0.3","0.8","0.0","33.9","466.1","2.1","0.1","92.8"
"","high","1.0","3.0","0.0","51.2","687.2","2.9","0.0","119.7"
"","low","0.0","0.0","0.0","18.0","249.0","1.3","0.2","75.0"
"MarShawn Lloyd","GBhigh","RB52","97.2","405.8","3.1","16.8","131.1","0.9","1.1","92.2"
"","high","146.0","597.0","6.0","23.0","166.0","1.0","0.3","111.8"
"","low","56.1","244.2","1.4","13.0","116.4","0.7","2.0","65.4"
"Malachi Corley","NYJhigh","WR95","4.4","30.0","0.2","33.9","376.3","2.6","0.1","90.9"
"","high","8.8","53.9","0.5","50.0","527.0","4.0","0.0","164.2"
"","low","0.0","0.0","0.0","21.4","266.5","1.7","0.2","70.7"
"Jonathan Mingo","CARhigh","WR96","0.0","3.0","0.0","36.0","422.6","2.1","0.1","90.7"
"","high","0.0","12.0","0.0","46.0","500.0","3.0","0.0","138.7"
"","low","0.0","0.0","0.0","27.6","315.2","1.5","0.4","76.0"
"Luke McCaffrey","WAShigh","WR97","0.7","9.3","0.0","35.6","420.2","2.1","0.4","90.6"
"","high","2.0","28.0","0.0","53.0","582.0","3.0","0.0","167.6"
"","low","0.0","0.0","0.0","17.7","206.0","1.0","1.0","62.1"
"Mike Gesicki","CINhigh","TE28","0.0","0.0","0.0","35.9","352.8","3.1","0.1","89.7"
"","high","0.0","0.0","0.0","44.1","417.0","5.0","0.0","102.4"
"","low","0.0","0.0","0.0","26.0","285.0","2.0","0.2","82.4"
"Ray Davis","BUFhigh","RB53","86.4","373.7","2.9","17.2","143.2","0.8","1.2","88.8"
"","high","103.0","458.0","4.0","21.0","203.0","1.0","0.4","91.2"
"","low","73.8","311.9","2.2","13.0","94.0","0.5","2.0","79.0"
"Zach Ertz","WAShigh","TE29","0.0","0.0","0.0","37.9","349.3","2.7","0.1","88.8"
"","high","0.0","0.0","0.0","54.0","486.0","5.0","0.0","118.0"
"","low","0.0","0.0","0.0","31.6","297.6","2.0","0.2","80.5"
"Jamaal Williams","NOhigh","RB54","114.7","420.3","3.0","17.9","102.3","0.3","0.5","88.6"
"","high","122.0","480.2","3.7","25.2","147.7","0.7","0.0","101.5"
"","low","100.7","388.0","2.2","12.0","77.0","0.0","1.0","66.9"
"Ben Sinnott","WAShigh","TE30","0.0","0.0","0.0","36.8","373.8","2.4","0.4","88.0"
"","high","0.0","0.0","0.0","45.0","462.0","3.0","0.0","130.6"
"","low","0.0","0.0","0.0","26.0","272.0","1.7","1.0","76.0"
"Jordan Mason","SFhigh","RB55","100.3","441.8","3.8","10.0","73.3","0.6","0.1","87.6"
"","high","113.0","556.0","6.0","14.0","104.0","1.0","0.0","98.5"
"","low","88.6","397.0","2.9","1.0","13.0","0.0","0.3","81.3"
"Alexander Mattison","LVhigh","RB56","113.6","424.8","2.6","14.5","97.8","1.0","0.9","86.6"
"","high","124.7","511.2","3.2","20.0","128.0","2.0","0.6","94.6"
"","low","94.0","337.0","2.0","11.3","77.2","0.5","1.0","68.5"
"Tyrone Tracy Jr.","NYGhigh","RB57","102.4","396.2","2.5","16.3","119.5","0.8","1.1","85.5"
"","high","154.0","649.0","4.0","21.9","150.1","1.0","0.0","101.3"
"","low","73.1","299.0","1.8","14.0","86.0","0.5","3.0","72.5"
"Dyami Brown","WAShigh","WR98","0.0","2.8","0.0","29.6","401.8","2.4","0.1","84.3"
"","high","0.0","9.0","0.0","34.0","426.0","3.0","0.0","123.4"
"","low","0.0","0.0","0.0","24.3","363.8","1.7","0.3","75.6"
"Theo Johnson","NYGhigh","TE31","0.0","0.0","0.0","35.6","345.7","2.3","0.6","83.0"
"","high","0.0","0.0","0.0","39.0","370.0","3.0","0.2","85.3"
"","low","0.0","0.0","0.0","32.0","317.0","2.0","1.0","74.6"
"Greg Dulcich","DENhigh","TE32","0.0","0.0","0.0","33.5","377.0","1.9","0.1","82.4"
"","high","0.0","0.0","0.0","39.0","526.0","2.0","0.0","112.6"
"","low","0.0","0.0","0.0","29.2","328.7","1.4","0.2","74.8"
"Tucker Kraft","GBhigh","TE33","0.0","0.0","0.0","32.7","341.7","2.5","0.1","81.7"
"","high","0.0","0.0","0.0","34.4","372.0","3.0","0.0","120.2"
"","low","0.0","0.0","0.0","29.2","299.8","2.0","0.2","75.6"
"Braelon Allen","NYJhigh","RB58","103.8","393.4","2.8","12.6","96.1","0.8","0.8","81.1"
"","high","126.0","509.0","4.0","13.1","119.0","1.0","0.0","84.6"
"","low","78.4","280.0","2.0","12.0","84.0","0.5","2.0","74.9"
"John Stephens Jr.","DALhigh","WR99","2.0","10.0","0.0","29.6","387.5","2.3","1.0","80.9"
"","high","2.0","10.0","0.0","53.0","711.0","4.0","0.0","112.6"
"","low","2.0","10.0","0.0","6.2","63.9","0.5","2.0","39.1"
"Odell Beckham Jr.","MIAhigh","WR100","0.0","2.0","0.0","27.9","379.6","2.6","0.4","80.6"
"","high","0.0","7.0","0.0","35.0","509.0","3.0","0.0","122.9"
"","low","0.0","0.0","0.0","19.9","253.1","1.8","1.0","63.7"
"Trey Palmer","TBhigh","WR101","3.8","21.4","0.1","29.4","344.1","2.3","0.5","79.2"
"","high","4.6","26.2","0.2","35.0","440.0","3.0","0.0","92.4"
"","low","3.0","10.0","0.0","14.0","172.0","1.0","1.0","67.6"
"Kalif Raymond","DEThigh","WR102","2.2","24.6","0.1","28.9","357.0","1.9","0.2","78.5"
"","high","4.5","44.0","0.2","32.5","397.6","2.0","0.0","101.7"
"","low","0.0","0.0","0.0","25.0","314.0","1.8","0.4","78.7"
"Gerald Everett","CHIhigh","TE34","0.0","0.0","0.0","32.5","302.0","2.6","0.1","77.9"
"","high","0.0","0.0","0.0","44.0","404.0","4.0","0.0","94.9"
"","low","0.0","0.0","0.0","25.0","254.0","2.0","0.3","70.0"
"Dawson Knox","BUFhigh","TE35","0.0","0.0","0.0","28.3","297.4","3.3","0.1","77.6"
"","high","0.0","0.0","0.0","32.0","327.0","5.0","0.0","107.0"
"","low","0.0","0.0","0.0","22.0","215.0","2.0","0.2","61.8"
"Kylen Granson","INDhigh","TE36","0.0","0.0","0.0","31.0","333.4","2.1","0.1","76.8"
"","high","0.0","0.0","0.0","36.6","368.1","2.4","0.0","103.3"
"","low","0.0","0.0","0.0","26.0","277.0","2.0","0.2","70.7"
"Tyler Higbee","LARhigh","TE37","0.0","0.0","0.0","31.8","323.9","2.0","0.1","76.3"
"","high","0.0","0.0","0.0","39.0","391.0","2.8","0.0","90.9"
"","low","0.0","0.0","0.0","23.0","241.0","1.4","0.2","72.0"
"Cedrick Wilson Jr.","NOhigh","WR103","0.3","2.3","0.0","26.6","330.4","2.7","0.1","76.1"
"","high","1.0","6.0","0.0","34.0","434.0","5.0","0.0","91.6"
"","low","0.0","0.0","0.0","18.1","221.1","1.4","0.2","57.1"
"Treylon Burks","TENhigh","WR104","1.8","18.7","0.1","27.0","357.8","1.8","0.6","74.4"
"","high","3.6","34.0","0.2","40.0","519.0","3.0","0.2","138.3"
"","low","0.0","0.0","0.0","20.3","269.7","1.1","1.0","61.1"
"Ja'Tavion Sanders","CARhigh","TE38","0.0","0.0","0.0","29.9","311.0","2.3","0.4","74.0"
"","high","0.0","0.0","0.0","38.0","355.0","3.0","0.0","115.4"
"","low","0.0","0.0","0.0","19.5","198.0","1.2","1.0","56.7"
"Zay Jones","ARIhigh","WR105","0.3","2.3","0.0","29.2","309.4","2.2","0.4","72.7"
"","high","1.0","6.0","0.0","40.0","383.0","3.0","0.0","116.1"
"","low","0.0","0.0","0.0","16.6","162.2","0.8","1.0","50.5"
"Alec Pierce","INDhigh","WR106","0.0","1.3","0.0","24.1","362.6","2.0","0.1","72.5"
"","high","0.0","5.0","0.0","29.0","486.0","3.0","0.0","99.8"
"","low","0.0","0.0","0.0","17.5","246.2","1.3","0.2","56.2"
"Michael Mayer","LVhigh","TE39","0.0","0.0","0.0","29.0","313.1","2.0","0.1","72.2"
"","high","0.0","0.0","0.0","37.0","435.0","3.0","0.0","96.7"
"","low","0.0","0.0","0.0","24.2","242.3","1.3","0.2","63.2"
"Jalen Nailor","MINhigh","WR107","0.0","0.3","0.0","27.5","341.6","1.7","0.1","71.7"
"","high","0.0","1.0","0.0","34.0","471.0","2.0","0.0","105.6"
"","low","0.0","0.0","0.0","17.4","218.5","0.9","0.2","54.5"
"Daniel Bellinger","NYGhigh","TE40","0.0","0.0","0.0","31.4","297.5","1.8","0.1","71.7"
"","high","0.0","0.0","0.0","44.0","369.5","3.0","0.0","96.3"
"","low","0.0","0.0","0.0","21.9","178.8","0.9","0.2","54.3"
"Miles Sanders","CARhigh","RB59","96.9","349.5","2.0","16.2","99.8","0.1","1.2","71.5"
"","high","125.0","468.0","3.0","32.0","173.0","0.3","0.6","86.6"
"","low","68.4","194.0","1.0","6.0","44.0","0.0","2.0","50.0"
"Colby Parkinson","LARhigh","TE41","0.0","0.0","0.0","27.8","293.6","2.3","0.1","70.6"
"","high","0.0","0.0","0.0","34.0","366.0","3.0","0.0","116.4"
"","low","0.0","0.0","0.0","18.0","201.0","1.7","0.2","51.8"
"Clyde Edwards-Helaire","KChigh","RB60","68.1","254.3","1.6","15.9","135.9","1.2","0.5","70.6"
"","high","80.0","340.7","2.3","27.0","248.0","2.0","0.0","86.9"
"","low","45.0","183.0","1.0","4.4","36.1","0.2","1.0","46.4"
"Roschon Johnson","CHIhigh","RB61","66.9","262.9","2.0","17.9","118.5","0.4","0.8","69.3"
"","high","93.0","395.0","3.0","34.0","209.0","1.0","0.3","82.7"
"","low","53.5","207.0","1.4","8.7","58.1","0.0","1.0","55.5"
"Calvin Austin III","PIThigh","WR108","4.5","36.3","0.1","25.4","294.7","1.6","0.2","68.7"
"","high","9.0","55.0","0.4","30.0","321.0","2.0","0.0","105.0"
"","low","0.0","0.0","0.0","21.0","277.6","1.1","0.3","64.2"
"Tank Bigsby","JAChigh","RB62","101.5","343.0","3.6","9.2","62.8","0.3","2.2","68.6"
"","high","122.0","391.2","6.0","12.9","91.0","0.5","0.0","80.4"
"","low","82.5","307.0","2.6","1.0","6.0","0.0","6.0","55.2"
"A.T. Perry","NOhigh","WR109","0.3","1.8","0.0","21.8","318.2","2.4","0.0","68.4"
"","high","1.0","4.0","0.0","40.0","650.0","6.0","0.0","113.8"
"","low","0.0","0.0","0.0","3.7","43.7","0.3","0.0","28.1"
"Tommy Tremble","CARhigh","TE42","0.0","0.0","0.0","27.5","261.5","2.5","0.1","68.3"
"","high","0.0","0.0","0.0","35.8","334.4","5.0","0.0","72.5"
"","low","0.0","0.0","0.0","16.0","170.0","1.0","0.2","66.5"
"Van Jefferson","PIThigh","WR110","0.0","4.0","0.0","24.1","327.1","1.9","0.1","68.2"
"","high","0.0","12.0","0.0","27.6","402.6","2.0","0.0","92.0"
"","low","0.0","0.0","0.0","20.7","271.6","1.7","0.3","61.0"
"Samaje Perine","KChigh","RB63","42.4","185.4","1.2","21.7","171.0","0.8","0.8","67.8"
"","high","60.0","287.0","2.0","34.4","274.4","1.8","0.0","85.5"
"","low","33.6","137.2","0.8","12.4","87.8","0.0","2.0","53.3"
"Kenneth Gainwell","PHIhigh","RB64","66.8","260.6","1.9","17.2","120.3","0.4","1.2","67.1"
"","high","115.0","488.0","4.0","29.0","201.0","1.0","0.6","88.2"
